Entry_ID,Date Announced,Detected District,Detected State,State code,Num Cases,Current Status
535227,01-04-2021,Bargarh,Odisha,OR,34,Hospitalized
535228,01-04-2021,Bhadrak,Odisha,OR,4,Hospitalized
535229,01-04-2021,Balangir,Odisha,OR,10,Hospitalized
535230,01-04-2021,Cuttack,Odisha,OR,27,Hospitalized
535231,01-04-2021,Dhenkanal,Odisha,OR,4,Hospitalized
535232,01-04-2021,Ganjam,Odisha,OR,7,Hospitalized
535233,01-04-2021,Jagatsinghpur,Odisha,OR,2,Hospitalized
535234,01-04-2021,Jajpur,Odisha,OR,7,Hospitalized
535235,01-04-2021,Jharsuguda,Odisha,OR,6,Hospitalized
535236,01-04-2021,Kalahandi,Odisha,OR,43,Hospitalized
535237,01-04-2021,Kendrapara,Odisha,OR,2,Hospitalized
535238,01-04-2021,Kendujhar,Odisha,OR,3,Hospitalized
535239,01-04-2021,Khordha,Odisha,OR,70,Hospitalized
535240,01-04-2021,Koraput,Odisha,OR,4,Hospitalized
535241,01-04-2021,Mayurbhanj,Odisha,OR,19,Hospitalized
535242,01-04-2021,Nabarangapur,Odisha,OR,3,Hospitalized
535243,01-04-2021,Nayagarh,Odisha,OR,1,Hospitalized
535244,01-04-2021,Nuapada,Odisha,OR,40,Hospitalized
535245,01-04-2021,Puri,Odisha,OR,12,Hospitalized
535246,01-04-2021,Rayagada,Odisha,OR,3,Hospitalized
535247,01-04-2021,Sambalpur,Odisha,OR,14,Hospitalized
535248,01-04-2021,Subarnapur,Odisha,OR,4,Hospitalized
535249,01-04-2021,Sundargarh,Odisha,OR,31,Hospitalized
535250,01-04-2021,State Pool,Odisha,OR,15,Hospitalized
535251,01-04-2021,Puducherry,Puducherry,PY,190,Hospitalized
535252,01-04-2021,Karaikal,Puducherry,PY,54,Hospitalized
535253,01-04-2021,Mahe,Puducherry,PY,16,Hospitalized
535254,01-04-2021,Puducherry,Puducherry,PY,42,Recovered
535255,01-04-2021,Karaikal,Puducherry,PY,1,Recovered
535256,01-04-2021,Puducherry,Puducherry,PY,1,Deceased
535259,01-04-2021,Srinagar,Jammu and Kashmir,JK,157,Hospitalized
535260,01-04-2021,Baramulla,Jammu and Kashmir,JK,76,Hospitalized
535261,01-04-2021,Budgam,Jammu and Kashmir,JK,26,Hospitalized
535262,01-04-2021,Pulwama,Jammu and Kashmir,JK,10,Hospitalized
535263,01-04-2021,Kupwara,Jammu and Kashmir,JK,10,Hospitalized
535264,01-04-2021,Anantnag,Jammu and Kashmir,JK,19,Hospitalized
535265,01-04-2021,Bandipora,Jammu and Kashmir,JK,5,Hospitalized
535266,01-04-2021,Kulgam,Jammu and Kashmir,JK,49,Hospitalized
535267,01-04-2021,Shopiyan,Jammu and Kashmir,JK,3,Hospitalized
535268,01-04-2021,Jammu,Jammu and Kashmir,JK,61,Hospitalized
535269,01-04-2021,Udhampur,Jammu and Kashmir,JK,4,Hospitalized
535270,01-04-2021,Rajouri,Jammu and Kashmir,JK,4,Hospitalized
535271,01-04-2021,Doda,Jammu and Kashmir,JK,1,Hospitalized
535272,01-04-2021,Kathua,Jammu and Kashmir,JK,21,Hospitalized
535273,01-04-2021,Samba,Jammu and Kashmir,JK,6,Hospitalized
535274,01-04-2021,Srinagar,Jammu and Kashmir,JK,50,Recovered
535275,01-04-2021,Baramulla,Jammu and Kashmir,JK,9,Recovered
535276,01-04-2021,Budgam,Jammu and Kashmir,JK,8,Recovered
535277,01-04-2021,Pulwama,Jammu and Kashmir,JK,4,Recovered
535278,01-04-2021,Kupwara,Jammu and Kashmir,JK,4,Recovered
535279,01-04-2021,Kulgam,Jammu and Kashmir,JK,3,Recovered
535280,01-04-2021,Jammu,Jammu and Kashmir,JK,26,Recovered
535281,01-04-2021,Kathua,Jammu and Kashmir,JK,5,Recovered
535282,01-04-2021,Samba,Jammu and Kashmir,JK,5,Recovered
535283,01-04-2021,Baramulla,Jammu and Kashmir,JK,1,Deceased
535284,01-04-2021,Bandipora,Jammu and Kashmir,JK,1,Deceased
535285,01-04-2021,Rajouri,Jammu and Kashmir,JK,1,Deceased
535286,01-04-2021,Ganderbal,Jammu and Kashmir,JK,6,Hospitalized
535287,01-04-2021,Punch,Jammu and Kashmir,JK,3,Hospitalized
535288,01-04-2021,Ganderbal,Jammu and Kashmir,JK,1,Deceased
535289,01-04-2021,Aizawl,Mizoram,MZ,2,Hospitalized
535290,01-04-2021,Hnahthial,Mizoram,MZ,1,Hospitalized
535291,01-04-2021,Aizawl,Mizoram,MZ,1,Recovered
535292,01-04-2021,Saiha,Mizoram,MZ,1,Recovered
535293,01-04-2021,Alipurduar,West Bengal,WB,1,Hospitalized
535294,01-04-2021,Cooch Behar,West Bengal,WB,2,Hospitalized
535295,01-04-2021,Darjeeling,West Bengal,WB,18,Hospitalized
535296,01-04-2021,Kalimpong,West Bengal,WB,1,Hospitalized
535297,01-04-2021,Jalpaiguri,West Bengal,WB,10,Hospitalized
535298,01-04-2021,Uttar Dinajpur,West Bengal,WB,6,Hospitalized
535299,01-04-2021,Dakshin Dinajpur,West Bengal,WB,1,Hospitalized
535300,01-04-2021,Malda,West Bengal,WB,20,Hospitalized
535301,01-04-2021,Murshidabad,West Bengal,WB,18,Hospitalized
535302,01-04-2021,Nadia,West Bengal,WB,16,Hospitalized
535303,01-04-2021,Birbhum,West Bengal,WB,40,Hospitalized
535304,01-04-2021,Purulia,West Bengal,WB,22,Hospitalized
535305,01-04-2021,Bankura,West Bengal,WB,8,Hospitalized
535306,01-04-2021,Jhargram,West Bengal,WB,2,Hospitalized
535307,01-04-2021,Paschim Medinipur,West Bengal,WB,8,Hospitalized
535308,01-04-2021,Purba Medinipur,West Bengal,WB,29,Hospitalized
535309,01-04-2021,Purba Bardhaman,West Bengal,WB,15,Hospitalized
535310,01-04-2021,Paschim Bardhaman,West Bengal,WB,70,Hospitalized
535311,01-04-2021,Howrah,West Bengal,WB,112,Hospitalized
535312,01-04-2021,Hooghly,West Bengal,WB,73,Hospitalized
535313,01-04-2021,North 24 Parganas,West Bengal,WB,344,Hospitalized
535314,01-04-2021,South 24 Parganas,West Bengal,WB,59,Hospitalized
535315,01-04-2021,Kolkata,West Bengal,WB,399,Hospitalized
535316,01-04-2021,Alipurduar,West Bengal,WB,2,Recovered
535317,01-04-2021,Cooch Behar,West Bengal,WB,2,Recovered
535318,01-04-2021,Darjeeling,West Bengal,WB,8,Recovered
535319,01-04-2021,Kalimpong,West Bengal,WB,1,Recovered
535320,01-04-2021,Jalpaiguri,West Bengal,WB,4,Recovered
535321,01-04-2021,Uttar Dinajpur,West Bengal,WB,9,Recovered
535322,01-04-2021,Dakshin Dinajpur,West Bengal,WB,1,Recovered
535323,01-04-2021,Malda,West Bengal,WB,6,Recovered
535324,01-04-2021,Murshidabad,West Bengal,WB,7,Recovered
535325,01-04-2021,Nadia,West Bengal,WB,10,Recovered
535326,01-04-2021,Birbhum,West Bengal,WB,9,Recovered
535327,01-04-2021,Purulia,West Bengal,WB,8,Recovered
535328,01-04-2021,Bankura,West Bengal,WB,5,Recovered
535329,01-04-2021,Paschim Medinipur,West Bengal,WB,6,Recovered
535330,01-04-2021,Purba Medinipur,West Bengal,WB,7,Recovered
535331,01-04-2021,Purba Bardhaman,West Bengal,WB,5,Recovered
535332,01-04-2021,Paschim Bardhaman,West Bengal,WB,17,Recovered
535333,01-04-2021,Howrah,West Bengal,WB,41,Recovered
535334,01-04-2021,Hooghly,West Bengal,WB,19,Recovered
535335,01-04-2021,North 24 Parganas,West Bengal,WB,151,Recovered
535336,01-04-2021,South 24 Parganas,West Bengal,WB,28,Recovered
535337,01-04-2021,Kolkata,West Bengal,WB,188,Recovered
535338,01-04-2021,North 24 Parganas,West Bengal,WB,1,Deceased
535339,01-04-2021,Kolkata,West Bengal,WB,1,Deceased
535340,01-04-2021,Bagalkote,Karnataka,KA,19,Hospitalized
535341,01-04-2021,Ballari,Karnataka,KA,25,Hospitalized
535342,01-04-2021,Belagavi,Karnataka,KA,46,Hospitalized
535343,01-04-2021,Bengaluru Rural,Karnataka,KA,73,Hospitalized
535344,01-04-2021,Bengaluru Urban,Karnataka,KA,2906,Hospitalized
535345,01-04-2021,Bidar,Karnataka,KA,218,Hospitalized
535346,01-04-2021,Chamarajanagara,Karnataka,KA,17,Hospitalized
535347,01-04-2021,Chikkaballapura,Karnataka,KA,8,Hospitalized
535348,01-04-2021,Chikkamagaluru,Karnataka,KA,51,Hospitalized
535349,01-04-2021,Chitradurga,Karnataka,KA,28,Hospitalized
535350,01-04-2021,Dakshina Kannada,Karnataka,KA,30,Hospitalized
535351,01-04-2021,Davanagere,Karnataka,KA,17,Hospitalized
535352,01-04-2021,Dharwad,Karnataka,KA,57,Hospitalized
535353,01-04-2021,Gadag,Karnataka,KA,15,Hospitalized
535354,01-04-2021,Hassan,Karnataka,KA,67,Hospitalized
535355,01-04-2021,Haveri,Karnataka,KA,4,Hospitalized
535356,01-04-2021,Kalaburagi,Karnataka,KA,144,Hospitalized
535357,01-04-2021,Kodagu,Karnataka,KA,23,Hospitalized
535358,01-04-2021,Kolar,Karnataka,KA,31,Hospitalized
535359,01-04-2021,Koppal,Karnataka,KA,9,Hospitalized
535360,01-04-2021,Mandya,Karnataka,KA,67,Hospitalized
535361,01-04-2021,Mysuru,Karnataka,KA,109,Hospitalized
535362,01-04-2021,Raichur,Karnataka,KA,21,Hospitalized
535363,01-04-2021,Ramanagara,Karnataka,KA,3,Hospitalized
535364,01-04-2021,Shivamogga,Karnataka,KA,24,Hospitalized
535365,01-04-2021,Tumakuru,Karnataka,KA,102,Hospitalized
535366,01-04-2021,Udupi,Karnataka,KA,53,Hospitalized
535367,01-04-2021,Uttara Kannada,Karnataka,KA,44,Hospitalized
535368,01-04-2021,Vijayapura,Karnataka,KA,18,Hospitalized
535369,01-04-2021,Yadgir,Karnataka,KA,5,Hospitalized
535370,01-04-2021,Bagalkote,Karnataka,KA,2,Recovered
535371,01-04-2021,Ballari,Karnataka,KA,10,Recovered
535372,01-04-2021,Belagavi,Karnataka,KA,3,Recovered
535373,01-04-2021,Bengaluru Rural,Karnataka,KA,19,Recovered
535374,01-04-2021,Bengaluru Urban,Karnataka,KA,719,Recovered
535375,01-04-2021,Bidar,Karnataka,KA,120,Recovered
535376,01-04-2021,Chamarajanagara,Karnataka,KA,3,Recovered
535377,01-04-2021,Chikkaballapura,Karnataka,KA,21,Recovered
535378,01-04-2021,Chikkamagaluru,Karnataka,KA,14,Recovered
535379,01-04-2021,Chitradurga,Karnataka,KA,10,Recovered
535380,01-04-2021,Dakshina Kannada,Karnataka,KA,36,Recovered
535381,01-04-2021,Davanagere,Karnataka,KA,8,Recovered
535382,01-04-2021,Dharwad,Karnataka,KA,36,Recovered
535383,01-04-2021,Gadag,Karnataka,KA,10,Recovered
535384,01-04-2021,Hassan,Karnataka,KA,21,Recovered
535385,01-04-2021,Kalaburagi,Karnataka,KA,103,Recovered
535386,01-04-2021,Kodagu,Karnataka,KA,13,Recovered
535387,01-04-2021,Kolar,Karnataka,KA,25,Recovered
535388,01-04-2021,Koppal,Karnataka,KA,5,Recovered
535389,01-04-2021,Mandya,Karnataka,KA,22,Recovered
535390,01-04-2021,Mysuru,Karnataka,KA,80,Recovered
535391,01-04-2021,Raichur,Karnataka,KA,5,Recovered
535392,01-04-2021,Ramanagara,Karnataka,KA,3,Recovered
535393,01-04-2021,Shivamogga,Karnataka,KA,10,Recovered
535394,01-04-2021,Tumakuru,Karnataka,KA,40,Recovered
535395,01-04-2021,Udupi,Karnataka,KA,210,Recovered
535396,01-04-2021,Uttara Kannada,Karnataka,KA,17,Recovered
535397,01-04-2021,Vijayapura,Karnataka,KA,31,Recovered
535398,01-04-2021,Yadgir,Karnataka,KA,3,Recovered
535399,01-04-2021,Bengaluru Urban,Karnataka,KA,11,Deceased
535400,01-04-2021,Bidar,Karnataka,KA,1,Deceased
535401,01-04-2021,Dharwad,Karnataka,KA,2,Deceased
535402,01-04-2021,Kalaburagi,Karnataka,KA,1,Deceased
535403,01-04-2021,Mandya,Karnataka,KA,1,Deceased
535404,01-04-2021,Mysuru,Karnataka,KA,1,Deceased
535405,01-04-2021,Tumakuru,Karnataka,KA,1,Deceased
535406,01-04-2021,Anantapur,Andhra Pradesh,AP,61,Hospitalized
535407,01-04-2021,Chittoor,Andhra Pradesh,AP,285,Hospitalized
535408,01-04-2021,Guntur,Andhra Pradesh,AP,279,Hospitalized
535409,01-04-2021,Y.S.R. Kadapa,Andhra Pradesh,AP,63,Hospitalized
535410,01-04-2021,Krishna,Andhra Pradesh,AP,161,Hospitalized
535411,01-04-2021,Kurnool,Andhra Pradesh,AP,52,Hospitalized
535412,01-04-2021,S.P.S. Nellore,Andhra Pradesh,AP,43,Hospitalized
535413,01-04-2021,Prakasam,Andhra Pradesh,AP,63,Hospitalized
535414,01-04-2021,Srikakulam,Andhra Pradesh,AP,21,Hospitalized
535415,01-04-2021,Visakhapatnam,Andhra Pradesh,AP,189,Hospitalized
535416,01-04-2021,Vizianagaram,Andhra Pradesh,AP,15,Hospitalized
535417,01-04-2021,Anantapur,Andhra Pradesh,AP,48,Recovered
535418,01-04-2021,Chittoor,Andhra Pradesh,AP,81,Recovered
535419,01-04-2021,Guntur,Andhra Pradesh,AP,189,Recovered
535420,01-04-2021,Y.S.R. Kadapa,Andhra Pradesh,AP,24,Recovered
535421,01-04-2021,Krishna,Andhra Pradesh,AP,16,Recovered
535422,01-04-2021,Kurnool,Andhra Pradesh,AP,25,Recovered
535423,01-04-2021,S.P.S. Nellore,Andhra Pradesh,AP,10,Recovered
535424,01-04-2021,Srikakulam,Andhra Pradesh,AP,16,Recovered
535425,01-04-2021,Visakhapatnam,Andhra Pradesh,AP,35,Recovered
535426,01-04-2021,Vizianagaram,Andhra Pradesh,AP,6,Recovered
535427,01-04-2021,Anantapur,Andhra Pradesh,AP,1,Deceased
535428,01-04-2021,Guntur,Andhra Pradesh,AP,1,Deceased
535429,01-04-2021,Visakhapatnam,Andhra Pradesh,AP,1,Deceased
535430,01-04-2021,East Godavari,Andhra Pradesh,AP,27,Hospitalized
535431,01-04-2021,West Godavari,Andhra Pradesh,AP,12,Hospitalized
535432,01-04-2021,East Godavari,Andhra Pradesh,AP,9,Recovered
535433,01-04-2021,West Godavari,Andhra Pradesh,AP,5,Recovered
535434,01-04-2021,Angul,Odisha,OR,5,Recovered
535435,01-04-2021,Balasore,Odisha,OR,2,Recovered
535436,01-04-2021,Bargarh,Odisha,OR,1,Recovered
535437,01-04-2021,Balangir,Odisha,OR,4,Recovered
535438,01-04-2021,Cuttack,Odisha,OR,18,Recovered
535439,01-04-2021,Gajapati,Odisha,OR,1,Recovered
535440,01-04-2021,Ganjam,Odisha,OR,2,Recovered
535441,01-04-2021,Jagatsinghpur,Odisha,OR,4,Recovered
535442,01-04-2021,Jajpur,Odisha,OR,5,Recovered
535443,01-04-2021,Jharsuguda,Odisha,OR,6,Recovered
535444,01-04-2021,Kalahandi,Odisha,OR,7,Recovered
535445,01-04-2021,Kendrapara,Odisha,OR,3,Recovered
535446,01-04-2021,Khordha,Odisha,OR,15,Recovered
535447,01-04-2021,Koraput,Odisha,OR,9,Recovered
535448,01-04-2021,Mayurbhanj,Odisha,OR,8,Recovered
535449,01-04-2021,Nuapada,Odisha,OR,2,Recovered
535450,01-04-2021,Rayagada,Odisha,OR,2,Recovered
535451,01-04-2021,Sambalpur,Odisha,OR,4,Recovered
535452,01-04-2021,Sundargarh,Odisha,OR,20,Recovered
535453,01-04-2021,State Pool,Odisha,OR,3,Recovered
535454,01-04-2021,East Khasi Hills,Meghalaya,ML,2,Hospitalized
535455,01-04-2021,East Khasi Hills,Meghalaya,ML,1,Recovered
535456,01-04-2021,Daman,Dadra and Nagar Haveli and Daman and Diu,DN,3,Hospitalized
535457,01-04-2021,Daman,Dadra and Nagar Haveli and Daman and Diu,DN,4,Recovered
535458,01-04-2021,,Goa,GA,265,Hospitalized
535459,01-04-2021,,Goa,GA,104,Recovered
535460,01-04-2021,,Goa,GA,1,Deceased
535461,01-04-2021,Chandigarh,Chandigarh,CH,257,Hospitalized
535462,01-04-2021,Chandigarh,Chandigarh,CH,223,Recovered
535463,01-04-2021,Chandigarh,Chandigarh,CH,1,Deceased
535464,01-04-2021,Dimapur,Nagaland,NL,4,Hospitalized
535465,01-04-2021,Kohima,Nagaland,NL,1,Hospitalized
535466,01-04-2021,Dimapur,Nagaland,NL,2,Recovered
535467,01-04-2021,Almora,Uttarakhand,UT,5,Hospitalized
535468,01-04-2021,Bageshwar,Uttarakhand,UT,4,Hospitalized
535469,01-04-2021,Chamoli,Uttarakhand,UT,1,Hospitalized
535470,01-04-2021,Champawat,Uttarakhand,UT,1,Hospitalized
535471,01-04-2021,Dehradun,Uttarakhand,UT,236,Hospitalized
535472,01-04-2021,Haridwar,Uttarakhand,UT,149,Hospitalized
535473,01-04-2021,Nainital,Uttarakhand,UT,49,Hospitalized
535474,01-04-2021,Pauri Garhwal,Uttarakhand,UT,14,Hospitalized
535475,01-04-2021,Pithoragarh,Uttarakhand,UT,5,Hospitalized
535476,01-04-2021,Rudraprayag,Uttarakhand,UT,2,Hospitalized
535477,01-04-2021,Tehri Garhwal,Uttarakhand,UT,11,Hospitalized
535478,01-04-2021,Udham Singh Nagar,Uttarakhand,UT,22,Hospitalized
535479,01-04-2021,Chamoli,Uttarakhand,UT,4,Recovered
535480,01-04-2021,Champawat,Uttarakhand,UT,8,Recovered
535481,01-04-2021,Dehradun,Uttarakhand,UT,50,Recovered
535482,01-04-2021,Haridwar,Uttarakhand,UT,33,Recovered
535483,01-04-2021,Nainital,Uttarakhand,UT,25,Recovered
535484,01-04-2021,Dehradun,Uttarakhand,UT,1,Deceased
535485,01-04-2021,Haridwar,Uttarakhand,UT,1,Deceased
535486,01-04-2021,Uttarkashi,Uttarakhand,UT,1,Hospitalized
535487,01-04-2021,,Delhi,DL,2790,Hospitalized
535488,01-04-2021,,Delhi,DL,9,Deceased
535489,01-04-2021,,Delhi,DL,1121,Recovered
535490,01-04-2021,Uttarkashi,Uttarakhand,UT,5,Recovered
535491,01-04-2021,Dadra and Nagar Haveli,Dadra and Nagar Haveli and Daman and Diu,DN,14,Hospitalized
535492,01-04-2021,Dadra and Nagar Haveli,Dadra and Nagar Haveli and Daman and Diu,DN,2,Recovered
535493,01-04-2021,Ariyalur,Tamil Nadu,TN,6,Hospitalized
535494,01-04-2021,Chengalpattu,Tamil Nadu,TN,272,Hospitalized
535495,01-04-2021,Chennai,Tamil Nadu,TN,1035,Hospitalized
535496,01-04-2021,Coimbatore,Tamil Nadu,TN,287,Hospitalized
535497,01-04-2021,Cuddalore,Tamil Nadu,TN,40,Hospitalized
535498,01-04-2021,Dharmapuri,Tamil Nadu,TN,2,Hospitalized
535499,01-04-2021,Dindigul,Tamil Nadu,TN,26,Hospitalized
535500,01-04-2021,Erode,Tamil Nadu,TN,32,Hospitalized
535501,01-04-2021,Kallakurichi,Tamil Nadu,TN,10,Hospitalized
535502,01-04-2021,Kancheepuram,Tamil Nadu,TN,120,Hospitalized
535503,01-04-2021,Kanyakumari,Tamil Nadu,TN,31,Hospitalized
535504,01-04-2021,Karur,Tamil Nadu,TN,8,Hospitalized
535505,01-04-2021,Krishnagiri,Tamil Nadu,TN,31,Hospitalized
535506,01-04-2021,Madurai,Tamil Nadu,TN,45,Hospitalized
535507,01-04-2021,Nagapattinam,Tamil Nadu,TN,49,Hospitalized
535508,01-04-2021,Namakkal,Tamil Nadu,TN,20,Hospitalized
535509,01-04-2021,Nilgiris,Tamil Nadu,TN,20,Hospitalized
535510,01-04-2021,Perambalur,Tamil Nadu,TN,1,Hospitalized
535511,01-04-2021,Pudukkottai,Tamil Nadu,TN,17,Hospitalized
535512,01-04-2021,Ramanathapuram,Tamil Nadu,TN,8,Hospitalized
535513,01-04-2021,Ranipet,Tamil Nadu,TN,15,Hospitalized
535514,01-04-2021,Salem,Tamil Nadu,TN,51,Hospitalized
535515,01-04-2021,Sivaganga,Tamil Nadu,TN,18,Hospitalized
535516,01-04-2021,Tenkasi,Tamil Nadu,TN,14,Hospitalized
535517,01-04-2021,Thanjavur,Tamil Nadu,TN,115,Hospitalized
535518,01-04-2021,Theni,Tamil Nadu,TN,13,Hospitalized
535519,01-04-2021,Tirupathur,Tamil Nadu,TN,15,Hospitalized
535520,01-04-2021,Thiruvallur,Tamil Nadu,TN,163,Hospitalized
535521,01-04-2021,Tiruvannamalai,Tamil Nadu,TN,14,Hospitalized
535522,01-04-2021,Thiruvarur,Tamil Nadu,TN,50,Hospitalized
535523,01-04-2021,Thoothukkudi,Tamil Nadu,TN,17,Hospitalized
535524,01-04-2021,Tirunelveli,Tamil Nadu,TN,64,Hospitalized
535525,01-04-2021,Tiruppur,Tamil Nadu,TN,60,Hospitalized
535526,01-04-2021,Tiruchirappalli,Tamil Nadu,TN,69,Hospitalized
535527,01-04-2021,Vellore,Tamil Nadu,TN,42,Hospitalized
535528,01-04-2021,Viluppuram,Tamil Nadu,TN,26,Hospitalized
535529,01-04-2021,Virudhunagar,Tamil Nadu,TN,10,Hospitalized
535530,01-04-2021,Airport Quarantine,Tamil Nadu,TN,1,Hospitalized
535531,01-04-2021,Ariyalur,Tamil Nadu,TN,6,Recovered
535532,01-04-2021,Chengalpattu,Tamil Nadu,TN,143,Recovered
535533,01-04-2021,Chennai,Tamil Nadu,TN,589,Recovered
535534,01-04-2021,Coimbatore,Tamil Nadu,TN,121,Recovered
535535,01-04-2021,Cuddalore,Tamil Nadu,TN,30,Recovered
535536,01-04-2021,Dharmapuri,Tamil Nadu,TN,7,Recovered
535537,01-04-2021,Dindigul,Tamil Nadu,TN,14,Recovered
535538,01-04-2021,Erode,Tamil Nadu,TN,26,Recovered
535539,01-04-2021,Kallakurichi,Tamil Nadu,TN,11,Recovered
535540,01-04-2021,Kancheepuram,Tamil Nadu,TN,91,Recovered
535541,01-04-2021,Kanyakumari,Tamil Nadu,TN,13,Recovered
535542,01-04-2021,Karur,Tamil Nadu,TN,5,Recovered
535543,01-04-2021,Krishnagiri,Tamil Nadu,TN,13,Recovered
535544,01-04-2021,Madurai,Tamil Nadu,TN,27,Recovered
535545,01-04-2021,Nagapattinam,Tamil Nadu,TN,28,Recovered
535546,01-04-2021,Namakkal,Tamil Nadu,TN,13,Recovered
535547,01-04-2021,Nilgiris,Tamil Nadu,TN,14,Recovered
535548,01-04-2021,Pudukkottai,Tamil Nadu,TN,8,Recovered
535549,01-04-2021,Ramanathapuram,Tamil Nadu,TN,3,Recovered
535550,01-04-2021,Ranipet,Tamil Nadu,TN,7,Recovered
535551,01-04-2021,Salem,Tamil Nadu,TN,49,Recovered
535552,01-04-2021,Sivaganga,Tamil Nadu,TN,6,Recovered
535553,01-04-2021,Tenkasi,Tamil Nadu,TN,9,Recovered
535554,01-04-2021,Thanjavur,Tamil Nadu,TN,126,Recovered
535555,01-04-2021,Theni,Tamil Nadu,TN,10,Recovered
535556,01-04-2021,Tirupathur,Tamil Nadu,TN,13,Recovered
535557,01-04-2021,Thiruvallur,Tamil Nadu,TN,105,Recovered
535558,01-04-2021,Tiruvannamalai,Tamil Nadu,TN,13,Recovered
535559,01-04-2021,Thiruvarur,Tamil Nadu,TN,15,Recovered
535560,01-04-2021,Thoothukkudi,Tamil Nadu,TN,6,Recovered
535561,01-04-2021,Tirunelveli,Tamil Nadu,TN,3,Recovered
535562,01-04-2021,Tiruppur,Tamil Nadu,TN,29,Recovered
535563,01-04-2021,Tiruchirappalli,Tamil Nadu,TN,16,Recovered
535564,01-04-2021,Vellore,Tamil Nadu,TN,32,Recovered
535565,01-04-2021,Viluppuram,Tamil Nadu,TN,21,Recovered
535566,01-04-2021,Virudhunagar,Tamil Nadu,TN,12,Recovered
535567,01-04-2021,Chengalpattu,Tamil Nadu,TN,2,Deceased
535568,01-04-2021,Chennai,Tamil Nadu,TN,6,Deceased
535569,01-04-2021,Cuddalore,Tamil Nadu,TN,1,Deceased
535570,01-04-2021,Kancheepuram,Tamil Nadu,TN,3,Deceased
535571,01-04-2021,Madurai,Tamil Nadu,TN,1,Deceased
535572,01-04-2021,Nagapattinam,Tamil Nadu,TN,1,Deceased
535573,01-04-2021,Ramanathapuram,Tamil Nadu,TN,1,Deceased
535574,01-04-2021,Thanjavur,Tamil Nadu,TN,1,Deceased
535575,01-04-2021,Thiruvallur,Tamil Nadu,TN,2,Deceased
535576,01-04-2021,Tirunelveli,Tamil Nadu,TN,1,Deceased
535577,01-04-2021,Kangra,Himachal Pradesh,HP,95,Hospitalized
535578,01-04-2021,Bilaspur,Himachal Pradesh,HP,36,Hospitalized
535579,01-04-2021,Chamba,Himachal Pradesh,HP,15,Hospitalized
535580,01-04-2021,Hamirpur,Himachal Pradesh,HP,14,Hospitalized
